SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks
153,2015-11-17,BiBox,Technology,Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy,Seed Funding,260000,
339,2015-11-17,CraftsVilla,E-Commerce,Ethnic Product E-Commerce,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000,Series C
1563,2015-11-17,Smytten,E-Commerce,Online Discovery and Shopping Platform,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,600000,
1623,2015-11-17,StyleTag,E-Commerce,Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani,Seed Funding,1200000,
639,2015-11-18,Goodbox,Others,On-Demand Business messaging,Bangalore,Nexus Venture Partners,Private Equity,600000,Series A
1192,2015-11-18,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,250000,Series F ( More Details Here)
1274,2015-11-18,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Palaash Ventures,Seed Funding,100000,
1479,2015-11-18,ScoopWhoop,Consumer Internet,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,150000,Series A
51,2015-11-19,AHA Taxis,Consumer Internet,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,21500000,
564,2015-11-19,Fourseven,E-Commerce,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,150000,
1289,2015-11-19,PlaceofOrigin,E-Commerce,Online Gourmet Food Marketplace,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,?ò Ganapathy Venugopal.",Seed Funding,250000,
1493,2015-11-19,SenseGiz,Technology,Smartwatch Maker,Others,Karnataka Semiconductor Venture Capital firm,Seed Funding,260000,
1800,2015-11-19,UrbanClap,Consumer Internet,Hyperlocal On-Demand Household Services platform,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,60000000,Series B
1039,2015-11-20,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,300000,
1218,2015-11-20,OUWT,Consumer Internet,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,150000,
1526,2015-11-20,Shopsense,Technology,E-Commerce related software product platform,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,5000000,Pre-Series A
247,2015-11-21,Caravan Craft,E-Commerce,Indian Ethnic Crafts Etailer,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000,Series A
699,2015-11-21,Healers At Home,Consumer Internet,"Home Healthcare Services platform,",New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,260000,
1651,2015-11-21,Talkoot,Consumer Internet,Social platform for traders and investors,Bangalore,Undisclosed investors,Seed Funding,500000,
1038,2015-11-23,Medikoe,Healthcare,Healthcare Services Discovery platform,Bangalore,Anil Menon,Seed Funding,8200000,
1411,2015-11-23,RentMojo,Consumer Internet,"Online Furniture, Home Appliances Rental Platform",Bangalore,"IDG Ventures India,?ò Accel Partners India",Private Equity,500000,Series A
340,2015-11-24,Crayon Data,Technology,Big Data Analytics Platform,Chennai,Ratan Tata,Private Equity,60000000,
1130,2015-11-24,Naaptol,E-Commerce,Online and TV Shopping Marketplace,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,700000,Late Stage
1498,2015-11-24,ServX,Technology,Automotive Services platform,New Delhi,Manish Gupta,Seed Funding,470000,
1625,2015-11-24,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Swastika,Seed Funding,150000,
1452,2015-11-25,S Chand,Education,Education Content Provider,New Delhi,IFC Everstone Group,Private Equity,1200000,
1711,2015-11-25,Tooler,Consumer Internet,On Demand Laundry Services App,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,150000,
645,2015-11-26,GoQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,150000,Series B
667,2015-11-26,Grofers,E-Commerce,Hyper-local Grocery Delivery platform,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,22500000,Late Stage
1300,2015-11-26,Pluss,Logistics,Hyperlocal healthcare product Delivery Service provider,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,250000,Pre-Series A
506,2015-11-27,Fastudent,E-Commerce,Education E-Commerce platform,Noida,Ashish Gupta,Seed Funding,8200000,
1604,2015-11-27,StayGlad,Consumer Internet,On Demand Beauty Services Platform,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,100000,Series A
131,2015-11-30,Baxi,Consumer Internet,Two-Wheeler Taxi Service,Gurgaon,"Manish Kheterpal, Alok Mittal,?ò Puneet Dalmia,",Seed Funding,1450000,
224,2015-11-30,Butterfly Interactive,Consumer Internet,extra curricular activities marketplace app,New Delhi,Undisclosed investors,Seed Funding,300000,
1089,2015-11-30,MoMagic,Technology,Mobile Application Developer,New Delhi,FIH Mobile Ltd,Private Equity,150000,Strategic Investment
1356,2015-11-30,QikPod,Others,E-Commerce Delivery locker services,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,100000,Series A
1317,2015-12-02,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"Sequoia Capital, Matrix Partners",Private Equity,30000000,Series B
1606,2015-12-02,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Nexus Venture Partners, Matrix Partners",Private Equity,40000000,Series B
1332,2015-12-03,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,1000000,
1072,2015-12-05,Mobiefit,Consumer Internet,Mobile Fitness App,Others,Prototyze,Seed Funding,325000,
1290,2015-12-05,Plancess,Education,Online Education Platform,Mumbai,"Rajendra Gogri,?ò Chandrakant Gogri",Seed Funding,2800000,
1869,2015-12-05,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,300000,Pre-Series A
1965,2015-12-05,ZapStitch,Technology,Cloud Data Integration Platform,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,3000000,Pre-Series A
913,2015-12-06,La Renon,Healthcare,Global Healthcare products,Ahmedabad,Sequoia Capital,Private Equity,150000,Series A
156,2015-12-08,BigBasket,E-Commerce,Online Grocery Shop,Bangalore,Bessemer Venture Partners,Private Equity,1200000,Series C
1200,2015-12-08,OneAssist,Consumer Internet,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,250000,Series B
1482,2015-12-08,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,1000000,Series A
1509,2015-12-08,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,100000,
352,2015-12-09,CredR,E-Commerce,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,21500000,Series A
1936,2015-12-09,YatraGenie,Consumer Internet,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,2800000,Series A
170,2015-12-10,Bizongo,E-Commerce,Packaging Material Marketplace,Mumbai,Accel Partners,Seed Funding,60000000,
496,2015-12-10,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,Aarin Capital Partners,Private Equity,1000000,Series A
1993,2015-12-10,Zify,Consumer Internet,Ride Sharing platform,Hyderabad,Sean Oü??Sullivan & Others,Seed Funding,50000000,
232,2015-12-14,Cabsguru,Consumer Internet,Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan,Seed Funding,1000000,
244,2015-12-14,Capricoast,E-Commerce,Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments",Private Equity,250000,Series A
1894,2015-12-14,Whoop,Technology,Performance Optimization Platform for athletes,Others,Infosys,Private Equity,1000000,Series A
197,2015-12-15,BookEventz,Consumer Internet,"Venue, Events Booking platform",Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,1750000,
1618,2015-12-15,Streamoid,Technology,visual search and discovery platform,Bangalore,Undisclosed,Seed Funding,150000,
182,2015-12-16,Bluebirch,Logistics,End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,600000,
1052,2015-12-16,MeraDoctor,Technology,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,500000,Pre-Series A
1591,2015-12-16,STAGE 3,Consumer Internet,Online Renting platform,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,500000,
1426,2015-12-17,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,SAIF Partners and others,Private Equity,15000000,Series B (includes Debt financing)
1585,2015-12-17,Springboard,Technology,Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,260000,
73,2015-12-18,Ampere Vehicles,Technology,Electric Scooter manufacturer,Others,Kris Gopalakrishnan & Others,Seed Funding,825000,
268,2015-12-18,CBREX,Consumer Internet,International Hiring Platform,Mumbai,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,8200000,
1680,2015-12-18,The News Minute,Consumer Internet,Online Media Publication,Bangalore,Quintillion Media,Seed Funding,60000000,
902,2015-12-21,KOOH Sports,Education,Sports Education Platform,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,1000000,Series A
1259,2015-12-21,PepperTap,E-Commerce,Hyperlocal Grocery Delivery,Gurgaon,Innoven Capital,Private Equity,2800000,part of $40M Series B round
1748,2015-12-21,TruckMandi,Logistics,Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,250000,Pre-Series A
96,2015-12-22,Arya.ai,Technology,Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,150000,Series A
803,2015-12-22,Industrybuying,E-Commerce,Online Marketplace for Industrial Goods,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,285000,
917,2015-12-22,LatestOne,E-Commerce,Tech Accessories e-tailer,Hyderabad,Palred Technologies Ltd,Private Equity,250000,Additional investment from parent company
1073,2015-12-22,MobieFit,Consumer Internet,Mobile Fitness App,Others,Medi Assist,Private Equity,150000,Strategic Investment
1415,2015-12-22,RentOnGo,E-Commerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,6000000,
1962,2015-12-22,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Gurgaon,Dinesh Agarwal,Seed Funding,3000000,
289,2015-12-23,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,Jitendra Gupta,Seed Funding,300000,
916,2015-12-23,LafaLafa,Consumer Internet,"Digital Coupons, Deal & Cashback aggregator app",Mumbai,Vectr Ventures,Private Equity,285000,
1033,2015-12-23,Mech Mocha,Technology,Mobile gaming startup,Bangalore,"Blume Ventures, Flipkart",Seed Funding,100000,
173,2015-12-24,Black White Orange Brands,Others,Brand Licensing Startup,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,320000,
236,2015-12-24,Canvera,Consumer Internet,Photographer Online search & booking platform,Bangalore,Info Edge (India) Ltd,Private Equity,150000,
220,2015-12-28,Bumper,Consumer Internet,Mobile Car Servicing appointment app,Bangalore,SAIF Partners,Seed Funding,1200000,
1719,2015-12-28,Town Essentials,E-Commerce,Grocery Delivery platform,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,3000000,
1077,2015-12-29,Mobikwik,Consumer Internet,Digital Wallet platform,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,100000000,Additional Funding
836,2015-12-30,Intelligent Interfaces,Technology,Interface development platform for Government officials,Bangalore,Yuvraj Singh,Seed Funding,150000,Yet to Launch
719,2016-01-01,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,250000,
1554,2016-01-01,Smartcooky,E-Commerce,Health Food - Personal Care Marketplace,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,3000000,
181,2016-01-02,Blue Tokai Coffee,E-Commerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,825000,
425,2016-01-03,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Funding,250000,
677,2016-01-03,Gympik.com,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,600000,
848,2016-01-03,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,1200000,
1669,2016-01-03,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,100000000,
410,2016-01-04,Dil Mil,Consumer Internet,Matchmaking Mobile App,Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,15000000,
1276,2016-01-04,PicsDream,Consumer Internet,Online Marketplace for Photographers,New Delhi,Raman Roy,Seed Funding,500000,
1333,2016-01-04,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,5000000,
611,2016-01-05,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,260000,
1096,2016-01-05,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,60000000,
1323,2016-01-05,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,600000,
210,2016-01-06,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,22500000,
281,2016-01-06,Chikoop,Consumer Internet,Free Ad based Voice Calling,Others,Undisclosed Investors,Seed Funding,50000000,
387,2016-01-07,DarwinBox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,3000000,
1325,2016-01-07,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,300000,
1390,2016-01-07,RazorPay,Consumer Internet,Online Payment Gateway,Bangalore,MasterCard,Private Equity,50000000,
1827,2016-01-07,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,250000,
712,2016-01-08,HealthKart,E-Commerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,1000000,
1040,2016-01-08,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Funding,700000,
1418,2016-01-08,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,1000000,
1708,2016-01-08,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,470000,
1852,2016-01-08,Voonik,E-Commerce,Online Womenü??s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,6000000,
999,2016-01-09,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Funding,22500000,
1009,2016-01-09,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,166000,
1060,2016-01-09,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,3000000,
1408,2016-01-09,Renowala,E-Commerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,1000000,
1273,2016-01-11,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,150000,
791,2016-01-12,India Lends,Consumer Internet,Online Instant personal Loan provider,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,60000000,
1535,2016-01-12,SidQam,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,325000,
1552,2016-01-12,Slide App,Consumer Internet,Lock screen Rewards mobile app,New Delhi,Songhyun Investment,Private Equity,300000,
214,2016-01-13,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Funding,21500000,
253,2016-01-13,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,330000,
261,2016-01-13,CarTrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,200000,
1181,2016-01-13,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,325000,
